TOPIC,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2000,24,210.9,0.4,210.2,211.6,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2001,25,205.4,0.3,204.7,206,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2002,26,200.3,0.3,199.6,201,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2003,27,193.7,0.3,193,194.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2004,28,181.5,0.3,180.8,182.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2005,29,177.5,0.3,176.9,178.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2006,30,167.2,0.3,166.6,167.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2007,31,159,0.3,158.5,159.6,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2008,32,155.9,0.3,155.3,156.4,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2009,33,146.6,0.3,146,147.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2010,34,143.3,0.3,142.7,143.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2011,35,138.7,0.3,138.2,139.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2012,36,135.5,0.3,135,136,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2013,37,134.3,0.3,133.8,134.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2014,38,131.8,0.3,131.3,132.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2015,39,133.6,0.2,133.1,134.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2016,40,130.4,0.2,129.9,130.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2017,41,129.6,0.2,129.1,130,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2018,42,127.9,0.2,127.4,128.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2019,43,126.2,0.2,125.8,126.7,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2020,44,130.2,0.2,129.8,130.7,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2021,45,135.6,0.2,135.2,136.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, age adjusted",1,2022,46,129.5,0.2,129.1,130,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,1999,23,262.6,0.4,261.8,263.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2000,24,255.3,0.4,254.4,256.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2001,25,248.9,0.4,248.1,249.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2002,26,243.2,0.4,242.4,244,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2003,27,236.3,0.4,235.5,237.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2004,28,221.9,0.4,221.1,222.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2005,29,219,0.4,218.3,219.8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2006,30,208.2,0.4,207.5,208.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2007,31,199.9,0.4,199.2,200.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2008,32,197.7,0.4,197,198.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2009,33,187.3,0.3,186.7,188,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2010,34,184.9,0.3,184.3,185.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2011,35,182,0.3,181.4,182.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2012,36,180.2,0.3,179.5,180.8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2013,37,180.6,0.3,179.9,181.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2014,38,178.6,0.3,178,179.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2015,39,183.1,0.3,182.5,183.8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2016,40,180.4,0.3,179.8,181.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2017,41,181.2,0.3,180.6,181.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2018,42,181.3,0.3,180.6,181.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2019,43,180.9,0.3,180.2,181.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2020,44,187.9,0.3,187.2,188.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2021,45,185.5,0.3,184.8,186.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Female,3.11,24,"Deaths per 100,000 resident population, crude",2,2022,46,188.2,0.3,187.5,188.8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,1999,23,331,0.6,329.9,332.2,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2000,24,320,0.6,318.9,321.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2001,25,307.8,0.5,306.7,308.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2002,26,303.4,0.5,302.4,304.5,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2003,27,292.3,0.5,291.3,293.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2004,28,274.1,0.5,273.2,275.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2005,29,268.2,0.5,267.2,269.1,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2006,30,254.9,0.5,254,255.8,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2007,31,243.7,0.4,242.8,244.5,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2008,32,238.5,0.4,237.6,239.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2009,33,229.4,0.4,228.5,230.2,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2010,34,225.1,0.4,224.3,225.9,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2011,35,218.1,0.4,217.3,218.9,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2012,36,214.7,0.4,213.9,215.5,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2013,37,214.5,0.4,213.7,215.2,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2014,38,210.9,0.4,210.2,211.6,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2015,39,211.8,0.4,211.1,212.5,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2016,40,209.1,0.4,208.4,209.9,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2017,41,209,0.4,208.3,209.7,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2018,42,207.5,0.4,206.8,208.2,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2019,43,204.8,0.3,204.1,205.5,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2020,44,214.2,0.4,213.5,214.9,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2021,45,219.5,0.4,218.8,220.3,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, age adjusted",1,2022,46,213.5,0.4,212.9,214.2,,"FN0160,FN0020,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,1999,23,257,0.4,256.2,257.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2000,24,249.8,0.4,248.9,250.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2001,25,242.4,0.4,241.6,243.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2002,26,241.4,0.4,240.6,242.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2003,27,236,0.4,235.2,236.8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2004,28,223.9,0.4,223.1,224.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2005,29,222.3,0.4,221.6,223.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2006,30,215.3,0.4,214.5,216,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2007,31,209.2,0.4,208.5,210,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2008,32,208.2,0.4,207.4,208.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2009,33,203.7,0.4,203,204.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2010,34,202.5,0.4,201.8,203.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2011,35,201.2,0.4,200.5,201.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2012,36,202.3,0.4,201.6,203,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2013,37,206.5,0.4,205.7,207.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2014,38,207.1,0.4,206.4,207.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2015,39,211.7,0.4,211,212.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2016,40,213.3,0.4,212.6,214,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2017,41,216.9,0.4,216.2,217.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2018,42,220,0.4,219.2,220.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2019,43,221.3,0.4,220.6,222,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2020,44,235.9,0.4,235.2,236.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2021,45,234.1,0.4,233.4,234.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Demographic Characteristic,1,Sex,2,5,Male,3.12,25,"Deaths per 100,000 resident population, crude",2,2022,46,234,0.4,233.3,234.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,1999,23,13.7,0.9,12,15.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2000,24,12.5,0.8,10.9,14.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2001,25,12,0.8,10.5,13.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2002,26,12.1,0.8,10.5,13.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2003,27,9.9,0.7,8.5,11.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2004,28,9.8,0.7,8.4,11.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2005,29,8.2,0.6,7,9.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2006,30,8,0.6,6.8,9.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2007,31,9.2,0.7,7.9,10.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2008,32,8.8,0.7,7.6,10.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2009,33,8.8,0.7,7.5,10.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2010,34,6.8,0.6,5.7,8,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2011,35,7.5,0.6,6.3,8.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2012,36,7.3,0.6,6.1,8.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2013,37,6.9,0.6,5.7,8.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2014,38,7.4,0.6,6.2,8.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2015,39,7.2,0.6,6,8.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2016,40,7.6,0.6,6.4,8.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2017,41,7.6,0.6,6.4,8.9,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2018,42,7.4,0.6,6.2,8.6,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2019,43,6.5,0.6,5.4,7.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2020,44,6.9,0.6,5.7,8.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2021,45,6.8,0.6,5.6,8.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: Younger than 1 year,4.11,26,"Deaths per 100,000 resident population, crude",2,2022,46,6.3,0.6,5.1,7.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,1999,23,1.1,0.1,0.8,1.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2000,24,1,0.1,0.8,1.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2001,25,1.4,0.1,1.1,1.7,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2002,26,1,0.1,0.8,1.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2003,27,1.3,0.1,1,1.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2004,28,1.2,0.1,1,1.5,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2005,29,0.9,0.1,0.7,1.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2006,30,0.9,0.1,0.7,1.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2007,31,1.2,0.1,0.9,1.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2008,32,1.1,0.1,0.9,1.4,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2009,33,1,0.1,0.8,1.2,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2010,34,0.9,0.1,0.7,1.1,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2011,35,1,0.1,0.8,1.3,,"FN0160,NT0084,SC0001"
Death rates for heart disease,Multiple Characteristics,5,Sex and age group,3,6,Female: 1-4 years,4.12,27,"Deaths per 100,000 resident population, crude",2,2012,36,0.9,0.1,0.7,1.2,,"FN0160,NT0084,SC0001"
